,band_name,fans,formed,origin,style
2942,Sarissa,8,1985,Greece,Heavy
2943,Sinmara,8,2008,Iceland,Black
2944,Sister,8,2006,Sweden,Glam
2945,Slugathor,8,1999,Finland,Death
2946,Slumpark Correctional,8,2003,Syrian Arab Republic,Death
2947,Sorcier Des Glaces,8,1997,Canada,Black
2948,Southern Cross,8,2001,Canada,Progressive
2949,Space Eater,8,2004,Serbia,Thrash
2950,Spidkilz,8,2010,Italy,Speed
2951,Spirit Caravan,8,1996,USA,Doom
2952,Stabat Mater,8,2001,Finland,Funeral doom
2953,Tantara,8,2009,Norway,Thrash
2954,Target,8,1986,Belgium,Progressive thrash
2955,Tau Cross,8,2014,United Kingdom,Heavy
2956,Thaw,8,2010,Poland,Experimental black
2957,The Final Harvest,8,2007,Finland,Thrash
2958,The Kindred,8,2013,Canada,Progressive
2959,The Neologist,8,2009,USA,Melodic death
2960,The Oath,8,2012,Germany,Doom
2961,The Secret,8,2003,Italy,Black
2962,The Wounded Kings,8,2005,United Kingdom,Doom
2963,The Zenith Passage,8,2012,USA,Technical death
2964,Thrashless,8,2010,Estonia,Thrash
2965,Twisted Tower Dire,8,1995,USA,Us power
2966,Unseen Terror,8,1986,United Kingdom,Death
2967,Urkraft,8,1995,Denmark,Melodic death
2968,VI,8,2007,France,Black
2969,Vola,8,2005,Denmark,Djent 
2970,Volahn,8,2003,USA,Black
2971,Volturyon,8,2005,Sweden,Death
2972,Vorum,8,2006,Finland,Death
2973,Way To End,8,2006,France,Avantgarde black
2974,White Empress,8,2013,USA,Extreme symphonic
2975,Winterage,8,2008,Italy,Power
2976,Wolfbrigade,8,1995,Sweden,Crust punk
2977,X-Panda,8,2009,Estonia,Progressive
2978,Young And In The Way,8,2009,USA,Black
2979,Zandelle,8,1996,USA,Heavy
2980,Zuul Fx,8,2003,France,Death
2981,?,7,2012,Iceland,Depressive black
2982,0 X í S T,7,2008,Finland,Death doom
2983,7th Reign,7,2005,Canada,Progressive power
2984,A Sense Of Gravity,7,2011,USA,Progressive math
2985,Abonos,7,1999,Serbia,Gothic
2986,Abused Majesty,7,1998,Poland,Symphonic black
2987,Adastreia,7,2004,United Kingdom,Gothic
2988,ADX,7,1982,France,Speed
2989,Aegaeon,7,2008,USA,Deathcore
2990,Aethyr,7,2014,Spain,Melodic death
2991,After All,7,1987,Belgium,Thrash
2992,Ajdath,7,1995,Jordan,Death
2993,Alister,7,1999,Serbia,Thrash
2994,Angeldark,7,2007,Spain,Gothic
2995,Anthropia,7,2003,France,Progressive
2996,Archivist,7,2015,,Atmospheric black
2997,Ariadna Project,7,1999,Argentina,Power
2998,Asgaard,7,1994,Poland,Experimental black
2999,Ashbringer,7,2013,USA,Atmospheric black
3000,Astral Sleep,7,2004,Finland,Death
3001,Atomikylä,7,2011,Finland,Psychedelic doom
3002,Atra Vetosus,7,2011,Australia,Melodic black
3003,Bakos Attila,7,2012,Hungary,Progressive
3004,Bast,7,2008,United Kingdom,Black
3005,Beatrik,7,1998,Italy,Black
3006,Below,7,2012,Sweden,Epic doom
3007,Beltaine,7,1996,Czech Republic,Pagan folk
3008,Black Moth,7,2010,United Kingdom,Stoner rock
3009,Black Space Riders,7,2008,Germany,Progressive
3010,Bone Gnawer,7,2009,Sweden,Death
3011,Bosse-De-Nage,7,2006,USA,Black
3012,Brown Jenkins,7,2006,USA,Black
3013,Burning Circle,7,2006,Serbia,Progressive
3014,Celtachor,7,2007,Ireland,Black
3015,Civilization One,7,2006,Germany,Power
3016,Colosso,7,2011,Portugal,Death
3017,Comeback Kid,7,2000,Canada,Hardcore
3018,Contradiction,7,1989,Germany,Thrash
3019,Corporation 187,7,1995,Sweden,Melodic death
3020,Corpsefucking Art,7,1993,Italy,Brutal death
3021,Crest Of Darkness,7,1995,Norway,Black
3022,Crystalmoors,7,1995,Spain,Celtic black
3023,Cynthesis,7,2010,USA,Progressive
3024,Cytotoxin,7,2010,Germany,Brutal death
3025,Darkflight,7,2000,Bulgaria,Black
3026,Dawn Of Silence,7,2000,Sweden,Melodic heavy
3027,Daylight Misery,7,2008,Greece,Gothic
3028,Deadsquad,7,2006,Indonesia,Brutal death
3029,Deep Mountains,7,2009,China,Atmospheric black
3030,Devil,7,2009,Norway,Doom
3031,Divinity Destroyed,7,1999,USA,Progressive
3032,Dodecahedron,7,2006,Netherlands,Black
3033,Dodsferd,7,2001,Greece,Black
3034,Drakkar,7,1995,Italy,Power
3035,Drakum,7,2009,Spain,Folk
3036,Draugr,7,2002,Italy,Melodic death
3037,Dreadful Shadows,7,1993,Germany,Gothic
3038,Edge Of Serenity,7,2007,Netherlands,Melodic death
3039,Elixir,7,1983,United Kingdom,New
3040,Elizium,7,1991,Netherlands,Doom
3041,Enemy Of Reality,7,2013,Greece,Symphonic progressive
3042,Eternal Idol,7,2016,Italy,Power
3043,Fistula,7,1998,USA,Sludge
3044,Flagitious Idiosyncrasy In The Dilapidation,7,2001,Japan,Grindcore
3045,Forgive Me,7,2009,Jordan,Depressive black
3046,Fragile Vastness,7,2000,Greece,Progressive
3047,Gnostic,7,2005,USA,Technical death
3048,Graveyard Dirt,7,1994,Ireland,Death
3049,Gridlink,7,2004,USA,Technical grindcore
3050,Harlott,7,2006,Australia,Thrash
3051,Heaven Grey,7,1993,Latvia,Gothic doom
3052,Hel,7,1994,Germany,Pagan folk
3053,Ignivomous,7,2006,Australia,Death
3054,Illuminata,7,2006,Austria,Melodic power
3055,Immensity,7,2009,Greece,Atmospheric doom
3056,Infernal Poetry,7,1996,Italy,Experimental death
3057,Insanity,7,1985,USA,Death
3058,Interitus,7,1993,Czech Republic,Symphonic
3059,Isvind,7,1993,Norway,Black
3060,J.B.O.,7,1989,Germany,Industrial
3061,Jacobs Dream,7,2000,USA,Us power
3062,Jig-Ai,7,2005,Czech Republic,Death
3063,Kadavar,7,2007,Italy,Death
3064,KerecsenSólyom,7,2004,Hungary,Symphonic folk
3065,Lapis Lazuli,7,2005,Sweden,Symphonic
3066,Legend,7,1978,USA,Heavy
3067,Litrosis,7,2010,Greece,Symphonic black
3068,Logar's Diary,7,1998,Germany,Power
3069,Luctus,7,2001,Lithuania,Black
3070,Lumus,7,2009,USA,Symphonic power
3071,Lust Of Decay,7,1996,USA,Thrash
3072,Lvcifyre,7,2007,United Kingdom,Black
3073,Magnitude 9,7,1998,USA,Progressive
3074,Malice,7,1980,USA,Us heavy
3075,Mastic Scum,7,1992,Austria,Grindcore
3076,Messiah's Kiss,7,2001,Germany,Heavy
3077,Midnight Priest,7,2008,Portugal,Heavy
3078,Moon,7,2007,Australia,Black
3079,Morost,7,2010,Slovenia,Progressive death
3080,Mortal Decay,7,1991,USA,Brutal death
3081,Nibiru,7,2012,Italy,Psychedelic sludge
3082,Nydvind,7,2000,France,Pagan black
3083,Odyssea,7,2004,Italy,Heavy
3084,Operatika Element,7,2002,USA,Symphonic power
3085,Palms,7,2011,USA,Post-rock
3086,Posthumous Blasphemer,7,2001,Belarus,Technical death
3087,Poverty's No Crime,7,1991,Germany,Progressive
3088,Project: Failing Flesh,7,2001,USA,Industrial thrash
3089,Putrevore,7,2004,Spain,Death
3090,Quadrivium,7,2005,Norway,Avantgarde
3091,RandomWalk,7,2005,Greece,Gothic
3092,Rorcal,7,2006,Switzerland,Doom
3093,Rumpelstiltskin Grinder,7,2002,USA,Technical thrash
3094,Sanctium,7,2007,Australia,Melodic death
3095,Seven Thorns,7,1998,Denmark,Power
3096,Shroud Of Bereavement,7,1996,USA,Death doom
3097,Silent Kingdom,7,1999,Bosnia and Herzegovina,Melodic death
3098,Silent Planet,7,2010,USA,Metalcore
3099,Slartibartfass,7,2005,Germany,Viking folk
3100,So Much For Nothing,7,2007,Norway,Avantgarde
3101,Sorcery (Swe),7,1986,Sweden,Death
3102,Soulburn,7,1996,Netherlands,Death
3103,Spiders,7,2010,Sweden,Hard rock
3104,Stick To Your Guns,7,2003,USA,Metalcore
3105,Strydegor,7,2005,Germany,Viking black
3106,Su Ta Gar,7,1987,Spain,Heavy
3107,Subhuman,7,2001,Italy,Death
3108,Subliminal Fear,7,2001,Italy,Melodic death
3109,Sycronomica,7,1996,Germany,Melodic black
3110,The Dogma,7,1999,Italy,Symphonic power
3111,The Drowning,7,2004,United Kingdom,Doom
3112,The Great Deceiver,7,2000,Sweden,Alternative
3113,The Moth Gatherer,7,2009,Sweden,Post-metal
3114,The Soulless,7,2010,United Kingdom,Melodic metalcore
3115,The Storyteller,7,1995,Sweden,Heavy
3116,The Wandering Midget,7,2005,Finland,Doom
3117,Thirdmoon,7,1994,Austria,Death
3118,Thor,7,1973,Canada,Hard rock
3119,Thundra,7,1998,Norway,Viking black
3120,Thy Worshiper,7,1993,Poland,Pagan folk
3121,Tublatanka,7,1982,Slovak Republic,Melodic heavy
3122,Tysondog,7,1983,United Kingdom,New wave of british heavy
3123,Unfathomable Ruination,7,2010,United Kingdom,Brutal death
3124,Urt,7,2004,Estonia,Pagan black
3125,Usnea,7,2011,USA,Blackened doom
3126,Valkiria,7,1996,Italy,Gothic
3127,Vaura,7,2012,USA,Progressive
3128,Vemod,7,2000,Norway,Black
3129,Venomous Concept,7,2004,USA,Grindcore
3130,Verwüstung,7,2010,USA,Ambient black
3131,Vicious Art,7,2002,Sweden,Death
3132,Wallachia,7,1992,Norway,Symphonic black
3133,War From A Harlots Mouth,7,2005,Germany,Math
3134,Warrior,7,1983,USA,Heavy
3135,Wiegedood,7,2014,Belgium,Black
3136,Winter's Verge,7,2004,Cyprus,Power
3137,Wolfpakk,7,2010,Germany,Heavy
3138,Wraith Of The Ropes,7,2001,USA,Funeral doom
3139,2 Times Terror,6,2006,Finland,Industrial
3140,5 Star Grave,6,2005,Italy,Melodic death
3141,Abysmal Grief,6,1995,Italy,Gothic doom
3142,Adversarial,6,2007,Canada,Blackened death
3143,Age Of Artemis,6,2006,Brazil,Melodic power
3144,Airborn,6,1995,Italy,Power
3145,Airged L'amh,6,1987,Greece,Heavy
3146,Aletheian,6,2003,USA,Melodic death
3147,Alkemyst,6,1998,France,Progressive power
3148,Allfader,6,2001,Norway,Black
3149,Altar (ROM),6,1991,Romania,Thrash
3150,Amestigon,6,1993,Austria,Black
3151,Amulance,6,1984,USA,Power
3152,Angel Blake,6,2004,Sweden,Heavy
3153,Antropofagus,6,1998,Italy,Brutal death
3154,Aoria,6,2007,Sweden,Progressive
3155,Arkham Witch,6,2008,United Kingdom,Doom
3156,Artefact,6,2000,France,Melodic black
3157,Asenblut,6,2006,Germany,Pagan black
3158,Aska,6,1990,USA,Heavy
3159,Aspherium,6,2007,Norway,Melodic death
3160,Balrog,6,1999,France,Black
3161,Bastard Priest,6,2002,Sweden,Death
3162,Behind The Scenery,6,1996,Germany,Gothenburg
3163,Benighted In Sodom,6,2004,USA,Atmospheric black
3164,Bergraven,6,2002,Sweden,Black
3165,Bible Of The Devil,6,1999,USA,Stoner
3166,Big End Bolt,6,2007,Russian Federation,Brutal death
3167,Birth Of Depravity,6,2005,Greece,Brutal death
3168,Blöod Düster,6,1991,Australia,Grindcore
3169,Black Autumn,6,1995,Germany,Ambient black
3170,Black Bomb A,6,1995,France,Metalcore
3171,Black Monolith,6,2010,USA,Black
3172,Black Steel,6,2000,Australia,Heavy
3173,Blackstar Halo,6,1998,Finland,Melodic heavy
3174,Bumblefoot,6,1998,USA,Progressive hard rock
3175,Burn The Priest,6,1994,USA,Death
3176,Buzzov?en,6,1989,USA,Sludge
3177,Cain's Dinasty,6,2006,Spain,Power
3178,Car Bomb,6,2000,USA,Math
3179,Carpathian Full Moon,6,1990,Norway,Black
3180,Cauldron Born,6,1994,USA,Us power
3181,Centurian,6,1997,Netherlands,Death
3182,Cerebral Fix,6,1986,United Kingdom,Thrash
3183,Chapel Of Disease,6,2008,Germany,Death
3184,Clinging To The Trees Of A Forest Fire,6,2006,USA,Grindcore
3185,Cold Snap,6,2003,Croatia,Nu
3186,Coldworker,6,2006,Sweden,Death
3187,Crimson Death,6,1994,Peru,Gothenburg
3188,Crises,6,1995,Germany,Progressive
3189,Crocell,6,2007,Denmark,Melodic death
3190,Cruxifiction,6,2005,France,Melodic black
3191,Dämmerfarben,6,2005,Germany,Atmospheric black
3192,Dark Illusion,6,1982,Sweden,Hard rock
3193,Deathember,6,2008,Sweden,Groove thrash
3194,Decayed,6,1990,Portugal,Black
3195,Decaying,6,2010,Finland,Death
3196,December's Cold Winter,6,2000,Costa Rica,Melodic death
3197,Degial,6,2004,Sweden,Death
3198,Detrimentum,6,1996,United Kingdom,Death
3199,Dimlight,6,2006,Greece,Gothic
3200,Disgorge (MEX),6,1994,Mexico,Brutal death
3201,Doctor Cyclops,6,2007,Italy,Doom
3202,Dragobrath,6,2004,Ukraine,Black
3203,Dragonhammer,6,1999,Italy,Power
3204,Dysnomia,6,2007,Spain,Melodic death
3205,Earthship,6,2010,Germany,Sludge
3206,Eclipse Hunter,6,2004,Russian Federation,Progressive power
3207,Elenium,6,1995,Finland,Melodic death
3208,Embassy Of Silence,6,2007,Finland,Progressive
3209,Empyrean,6,2003,Australia,Symphonic death
3210,Fórn,6,2012,USA,Doom
3211,Fastkill,6,1996,Japan,Thrash
3212,Fimbulvet,6,2003,Germany,Pagan folk
3213,Firespawn,6,2015,Sweden,Death
3214,From The Vastland,6,2010,Iran,Black
3215,Fuath,6,2015,United Kingdom,Atmospheric black
3216,Fuck I'm Dead,6,2000,Australia,Grindcore
3217,Furia,6,1997,France,Death
3218,Gevolt,6,2001,Israel,Industrial folk
3219,Gigan,6,2006,USA,Progressive death
3220,Gjallarhorn,6,2003,Italy,Viking folk
3221,GOD · The Barbarian Horde,6,1993,Romania,Atmospheric gothic
3222,Gonin-ish,6,1996,Japan,Extreme progressive
3223,Gorath,6,1995,Belgium,Black
3224,Grey Widow,6,2013,United Kingdom,Doom
3225,Heart Attack,6,2007,France,Groove thrash
3226,Hegemon,6,1996,France,Black
3227,Hell Militia,6,2001,France,Black
3228,Hetroertzen,6,2001,Chile,Black
3229,Holocausto,6,1985,Brazil,Black
3230,Homo Iratus,6,1998,Greece,Death
3231,Hope Drone,6,2011,Australia,Atmospheric black
3232,Horse Latitudes,6,2009,Finland,Doom
3233,Icarus Witch,6,2004,USA,Heavy
3234,Icycore,6,1998,Italy,Progressive
3235,Immersed,6,2008,Canada,Death
3236,In Each Hand A Cutlass,6,2011,Singapore,Post-metal
3237,Insidious Disease,6,2004,Norway,Death
3238,Interitus Dei,6,1994,Romania,Gothic
3239,Isacaarum,6,1994,Czech Republic,Death
3240,Jack Starr's Burning Starr,6,1984,USA,Heavy
3241,Jaguar,6,1979,United Kingdom,Heavy
3242,JesusMartyr,6,1994,Argentina,Death
3243,Joel Grind,6,2012,USA,Black
3244,Kall,6,2012,Sweden,Depressive black
3245,Killing Touch,6,2008,Italy,Melodic power
3246,King Goat,6,2012,United Kingdom,Psychedelic doom
3247,Kjeld,6,2004,Netherlands,Black
3248,Lîvi,6,1976,Latvia,Hard rock
3249,Lancer,6,2009,Sweden,Speed
3250,Lilitu,6,1999,USA,Death
3251,Lost Inside,6,2009,USA,Depressive black
3252,Magenta Harvest,6,2005,Finland,Melodic death
3253,Medicated,6,2005,Finland,Melodic death
3254,Men Eater,6,2004,Portugal,Stoner
3255,Mesmerize,6,1988,Italy,Heavy
3256,Mistress,6,1999,United Kingdom,Death
3257,Morne,6,2005,USA,Post-metal
3258,Morphinist,6,2013,Germany,Atmospheric black
3259,Mors Subita,6,1999,Finland,Melodic death
3260,Mourning Caress,6,1998,Germany,Depressive heavy
3261,Mourning Dawn,6,2002,France,Depressive black
3262,Myrkvar,6,2003,Netherlands,Black
3263,Nàttsòl,6,2006,Norway,Black
3264,Netra,6,2003,France,Black
3265,NightCreepers,6,2003,France,Folk
3266,Njiqahdda,6,2005,USA,Atmospheric black
3267,Non Opus Dei,6,1997,Poland,Black
3268,Oblivion,6,2008,USA,Technical death
3269,Occultation,6,2010,USA,Doom
3270,Old Corpse Road,6,2008,United Kingdom,Black
3271,Onward,6,1999,USA,Us power
3272,Order Of Orias,6,2004,Australia,Black
3273,Ossastorium,6,2001,Lithuania,Technical death
3274,Oz,6,1977,Finland,Heavy
3275,Project Silence,6,2008,Finland,Industrial
3276,Sad,6,2005,Greece,Black
3277,Sammath Naur,6,1999,Poland,Avantgarde black
3278,Satanic Slaughter,6,1985,Sweden,Black
3279,Saviours,6,2004,USA,Stoner
3280,Scamp,6,2003,Denmark,Thrash
3281,Scelerata,6,2002,Brazil,Power
3282,Seven Sisters Of Sleep,6,2009,USA,Sludge
3283,Shadowgarden,6,1996,Sweden,Gothic
3284,Silent Opera,6,2007,France,Symphonic gothic
3285,Sithu Aye,6,2011,United Kingdom,Progressiveinstrumental
3286,Skeletal Spectre,6,2008,Sweden,Death
3287,Skyward,6,2000,Finland,Symphonic power
3288,Smothered,6,2010,Sweden,Death
3289,Sonne Adam,6,2007,Israel,Death
3290,Sorrows Path,6,1993,Greece,Power
3291,Soul Stealer,6,2003,Lithuania,Heavy
3292,StarGazer,6,1995,Australia,Avantgarde black
3293,Stench,6,2007,Sweden,Death
3294,Steve Grimmett's Grim Reaper,6,2006,United Kingdom,Heavy
3295,Supreme Pain,6,2006,Netherlands,Death
3296,Svarti Loghin,6,2005,Sweden,Black
3297,Take Over And Destroy,6,2008,USA,Blackened sludge
3298,The Antichrist Imperium,6,2010,United Kingdom,Black
3299,The Disciples Of Zoldon,6,2005,New Zealand,Death
3300,The Equinox Ov The Gods,6,1990,Sweden,Doom
3301,The Funeral Orchestra,6,2002,Sweden,Funeral doom
3302,The Lamp Of Thoth,6,2006,United Kingdom,Doom
3303,The Levitation Hex,6,2010,Australia,Extreme progressive
3304,The Rain I Bleed,6,2008,Greece,Progressive symphonic
3305,Throane,6,2016,France,Industrial black
3306,Thy?,6,2002,USA,Progressive
3307,Trist (CZE),6,2003,Czech Republic,Depressive black
3308,Triumph,6,1975,Canada,Hard rock
3309,Troldhaugen,6,2008,Australia,Experimental folk
3310,Twins Crew,6,2007,Sweden,Heavy
3311,Twinspirits,6,2002,Italy,Progressive
3312,Uncanny,6,1989,Sweden,Death
3313,Utstøtt,6,2013,USA,Atmospheric black
3314,Vanhelga,6,2001,Sweden,Black
3315,Vanitas,6,1996,Austria,Gothic
3316,Vesperia,6,2005,Canada,Black
3317,Vexillum,6,2004,Italy,Melodic power
3318,Vulvodynia,6,2014,South Africa,Brutal death
3319,We Are The Catalyst,6,2012,Sweden,Alternative
3320,Where Angels Fall,6,2003,Norway,Gothic
3321,WHOURKR,6,2005,France,Experimental death
3322,Winterdome,6,1996,Germany,Folk
3323,Wishdoom,6,2007,Greece,Heavy
3324,Witchsorrow,6,2005,United Kingdom,Doom
3325,Yorblind,6,2002,France,Gothenburg
3326,Yyl,6,2014,France,Industrial
3327,11 As In Adversaries,5,2010,France,Extreme avantgarde
3328,A Loathing Requiem,5,2007,USA,Technical death
3329,A Night In Texas,5,2010,Australia,Technical deathcore
3330,Abhorrence,5,1989,Finland,Death
3331,Abstrakt Algebra,5,1995,Sweden,Doom
3332,Adamantine,5,2006,Portugal,Melodic thrash
3333,Altar Of Betelgeuze,5,2010,Finland,Death doom
3334,Ancient Ceremony,5,1989,Germany,Melodic black
3335,Anguish,5,2007,Sweden,Doom
3336,Apati,5,2008,Sweden,Depressive black
3337,Apotheosis,5,1993,Malta,Symphonic black
3338,Arachnes,5,1995,Italy,Power
3339,Asgaroth,5,1995,Spain,Melodic black
3340,Astral Domine,5,2011,Italy,Symphonic power
3341,At War,5,1983,USA,Speed
3342,Auroch,5,2006,Canada,Thrash
3343,Author & Punisher,5,2004,USA,Industrial doom
3344,Autokrator,5,2014,France,Industrial death
3345,Autolatry,5,2009,USA,Melodic black
3346,Avsky,5,2002,Sweden,Black
3347,Balance Of Power,5,1995,United Kingdom,Progressive
3348,Beautality,5,2009,United Kingdom,Atmospheric black
3349,Black Oath,5,2006,Italy,Doom
3350,Blacklodge,5,1998,France,Industrial black
3351,Blasphemophagher,5,2002,Italy,Black
3352,Blood Farmers,5,1989,USA,Doom
3353,Bloodway,5,2013,Romania,Progressive black
3354,Bombs Of Hades,5,2002,Sweden,Death
3355,Chain Collector,5,2003,Norway,Melodic death
3356,Chainsaw,5,1997,Poland,Heavy
3357,Changer,5,1999,Iceland,Thrash
3358,Chrch,5,2015,USA,Doom
3359,Cold Cell,5,2012,Switzerland,Black
3360,Continuo Renacer,5,1994,Spain,Technical death
3361,Corelia,5,2010,USA,Progressive
3362,Corpus Mortale,5,1993,Denmark,Brutal death
3363,Cretin,5,1992,USA,Death
3364,Crown Of Autumn,5,1996,Italy,Gothic
3365,Cult Of Daath,5,1999,USA,Black
3366,Cut Up,5,2014,Sweden,Death
3367,Détente,5,1984,USA,Speed
3368,D.C. Cooper,5,1998,USA,Progressive
3369,Dark Sermon,5,2009,USA,Death
3370,Dark Tribe,5,1997,Germany,Black
3371,Darkmoon,5,1997,Switzerland,Extreme gothic
3372,Dauntless,5,1991,Finland,Thrash
3373,Dead Summer Society,5,2010,Italy,Gothic doom
3374,Decrepitaph,5,2005,USA,Death
3375,Deep-Pression,5,2006,Poland,Black
3376,Deluge,5,2013,France,Black
3377,Denouncement Pyre,5,2003,Australia,Black
3378,Derelict Earth,5,2009,France,Extreme progressive
3379,Devious,5,1998,Netherlands,Death
3380,Die Like Gentlemen,5,2012,USA,Progressive sludge
3381,Distress,5,1996,France,Death doom
3382,Divercia,5,1998,Finland,Suomi
3383,Drawn And Quartered,5,1993,USA,Death
3384,Drottnar,5,1996,Norway,Death
3385,Dystera,5,2006,Switzerland,Symphonic power
3386,Dystopia,5,2003,Hungary,Progressive heavy
3387,Dystopia Nå!,5,2010,Norway,Depressive black
3388,Eccentric Pendulum,5,2008,India,Progressive
3389,Eciton,5,2000,Denmark,Death
3390,Ego Depths,5,2007,Ukraine,Funeral doom
3391,Elite,5,2001,Norway,Black
3392,Elvenpath,5,2001,Germany,Power
3393,Elyose,5,2009,France,Industrial
3394,Empty Tremor,5,1993,Italy,Progressive
3395,Enabler,5,2010,USA,Hardcore
3396,Encoffination,5,2008,USA,Death doom
3397,End Of Aeon,5,2011,Finland,Death doom
3398,Episode 13,5,2001,Turkey,Black
3399,Epoch Of Unlight,5,1990,USA,Black
3400,Esoterica,5,2011,USA,Black
3401,Estertor,5,1996,Bolivia,Melodic death
3402,Eternal Elysium,5,1991,Japan,Psychedelic doom
3403,Eternity's End,5,2014,Germany,Progressive
3404,Euphoric Defilement,5,2009,USA,Brutal death
3405,Exiled From Light,5,2007,New Zealand,Depressive black
3406,Fifth To Infinity,5,1997,Sweden,Black
3407,For Selena And Sin,5,2004,Finland,Gothic
3408,Force Of Evil,5,2002,Denmark,Heavy
3409,Genius: A Rock Opera,5,2002,Italy,Symphonic power
3410,Goat The Head,5,2002,Norway,Death
3411,Godiva,5,2001,Switzerland,Heavy
3412,Grá,5,2010,Sweden,Black
3413,Grey Skies Fallen,5,1997,USA,Melodic death
3414,Hades,5,1992,Norway,Black
3415,Hadriel,5,2007,Sweden,Progressive doom
3416,Haiduk,5,2009,Canada,Melodic death
3417,Hail!Hornet,5,2006,USA,Sludge
3418,Hate Meditation,5,2003,USA,Black
3419,Hatred,5,1998,Germany,Thrash
3420,Heavy Lord,5,2002,Netherlands,Doom
